name;datetime_usa1;datetime_usa2;datetime_eu;internal_ip
Veronica Walker;29/05/2020 16:04:31;May 29, 2020 04:04PM;2019-09-01 21:15:26;192.168.37.145
Ian Myers;12/09/2020 15:41:36;September 12, 2020 03:41PM;2020-04-10 04:40:49;192.168.150.61
Christopher Morales;19/12/2019 11:20:00;December 19, 2019 11:20AM;2020-10-14 02:17:59;192.168.248.76
Jason Tucker;24/03/2019 02:07:30;March 24, 2019 02:07AM;2019-03-29 03:53:05;192.168.99.239
Trevor Williams;23/12/2018 22:05:37;December 23, 2018 10:05PM;2019-10-03 23:37:58;10.87.60.67
James Patterson;24/02/2019 01:14:23;February 24, 2019 01:14AM;2019-10-07 04:01:59;172.18.27.51
Terry Henderson;25/07/2020 18:12:41;July 25, 2020 06:12PM;2019-02-07 01:19:27;192.168.18.220
Joseph Sullivan;03/09/2020 00:46:28;September 03, 2020 12:46AM;2019-05-16 15:00:30;10.179.197.117
Nicole Long;08/06/2019 01:49:50;June 08, 2019 01:49AM;2019-07-07 23:19:10;172.17.0.196
Amy Roth;03/06/2019 10:23:40;June 03, 2019 10:23AM;2019-08-18 09:25:27;172.21.70.217
Rachel Brewer;29/11/2019 23:18:25;November 29, 2019 11:18PM;2019-04-11 15:01:49;192.168.158.176
Diane Robertson;16/03/2019 09:12:42;March 16, 2019 09:12AM;2020-08-02 00:21:06;172.24.113.33
